date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:00:54	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/fonts/glyphicons-halflings-regular.eot?	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/fonts/glyphicons-halflings-regulard41d.eot	(from https://amisign.com/wp-content/themes/wp-recruitment/assets/css/bootstrap.min.css?ver=3.3.2)
18:00:55	18028/18028	---M--	200	added ('OK')	font/woff2	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/fonts/glyphicons-halflings-regular.woff2	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/fonts/glyphicons-halflings-regular.woff2	(from https://amisign.com/wp-content/themes/wp-recruitment/assets/css/bootstrap.min.css?ver=3.3.2)
18:00:56	23424/23424	---M--	200	added ('OK')	font/woff	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/fonts/glyphicons-halflings-regular.woff	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/fonts/glyphicons-halflings-regular.woff	(from https://amisign.com/wp-content/themes/wp-recruitment/assets/css/bootstrap.min.css?ver=3.3.2)
18:00:57	45404/45404	---M--	200	added ('OK')	font/ttf	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/fonts/glyphicons-halflings-regular.ttf	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/fonts/glyphicons-halflings-regular.ttf	(from https://amisign.com/wp-content/themes/wp-recruitment/assets/css/bootstrap.min.css?ver=3.3.2)
18:00:58	108738/108738	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/fonts/glyphicons-halflings-regular.svg	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/fonts/glyphicons-halflings-regular.svg	(from https://amisign.com/wp-content/themes/wp-recruitment/assets/css/bootstrap.min.css?ver=3.3.2)
18:00:59	38384/38384	---M--	200	added ('OK')	font/woff2	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/fonts/Material-Design-Iconic-Font.woff2?v=2.2.0	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/fonts/Material-Design-Iconic-Fontd1f1.woff2	(from https://amisign.com/wp-content/themes/wp-recruitment/assets/css/material-design-iconic-font.min.css?ver=4.3.0)
18:01:00	50312/50312	---M--	200	added ('OK')	font/woff	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/fonts/Material-Design-Iconic-Font.woff?v=2.2.0	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/fonts/Material-Design-Iconic-Fontd1f1.woff	(from https://amisign.com/wp-content/themes/wp-recruitment/assets/css/material-design-iconic-font.min.css?ver=4.3.0)
18:01:02	99212/99212	---M--	200	added ('OK')	font/ttf	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/fonts/Material-Design-Iconic-Font.ttf?v=2.2.0	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/fonts/Material-Design-Iconic-Fontd1f1.ttf	(from https://amisign.com/wp-content/themes/wp-recruitment/assets/css/material-design-iconic-font.min.css?ver=4.3.0)
18:01:03	58680/58680	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/fonts/Pe-icon-7-stroke.eot?-2irksn	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/fonts/Pe-icon-7-strokea93c.eot	(from https://amisign.com/wp-content/themes/wp-recruitment/assets/css/pe-icon-7-stroke.css?ver=1.0.1)
18:01:03	58680/58680	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/fonts/Pe-icon-7-stroke.eot?	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/fonts/Pe-icon-7-stroked41d.eot	(from https://amisign.com/wp-content/themes/wp-recruitment/assets/css/pe-icon-7-stroke.css?ver=1.0.1)
18:01:04	58556/58556	---M--	200	added ('OK')	font/woff	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/fonts/Pe-icon-7-stroke.woff?-2irksn	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/fonts/Pe-icon-7-strokea93c.woff	(from https://amisign.com/wp-content/themes/wp-recruitment/assets/css/pe-icon-7-stroke.css?ver=1.0.1)
18:01:05	58480/58480	---M--	200	added ('OK')	font/ttf	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/fonts/Pe-icon-7-stroke.ttf?-2irksn	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/fonts/Pe-icon-7-strokea93c.ttf	(from https://amisign.com/wp-content/themes/wp-recruitment/assets/css/pe-icon-7-stroke.css?ver=1.0.1)
18:01:06	164020/164020	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/fonts/Pe-icon-7-stroke.svg?-2irksn	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/fonts/Pe-icon-7-strokea93c.svg	(from https://amisign.com/wp-content/themes/wp-recruitment/assets/css/pe-icon-7-stroke.css?ver=1.0.1)
18:01:07	65275/65275	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/uploads/2017/12/event-banner.jpg	./hrstreams/amisign.com/wp-content/uploads/2017/12/event-banner.jpg	(from https://amisign.com/wp-content/themes/wp-recruitment/assets/css/static.css?ver=1.1.2)
18:01:08	1778/1778	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/images/icon-paypal.png	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/images/icon-paypal.png	(from https://amisign.com/wp-content/themes/wp-recruitment/assets/css/static.css?ver=1.1.2)
18:01:10	32648/32648	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2019%20Oct%202024%2012:31:10%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/images/icon-razorpay.png	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/images/icon-razorpay.png	(from https://amisign.com/wp-content/themes/wp-recruitment/assets/css/static.css?ver=1.1.2)
18:01:11	3832/3832	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/images/cv.png	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/images/cv.png	(from https://amisign.com/wp-content/themes/wp-recruitment/assets/css/static.css?ver=1.1.2)
18:01:12	32645/32645	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2019%20Oct%202024%2012:31:12%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/images/hd-arrow-top.png	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/images/hd-arrow-top.5f.delayed	(from https://amisign.com/wp-content/themes/wp-recruitment/assets/css/static.css?ver=1.1.2)
18:01:13	32654/32654	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2019%20Oct%202024%2012:31:13%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/images/hd-arrow-bottom.png	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/images/hd-arrow-bottom.png	(from https://amisign.com/wp-content/themes/wp-recruitment/assets/css/static.css?ver=1.1.2)
18:01:13	2069/2069	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/images/icon-zoom.png	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/images/icon-zoom.png	(from https://amisign.com/wp-content/themes/wp-recruitment/assets/css/static.css?ver=1.1.2)
18:01:14	974/974	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/images/apply-icon.png	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/images/apply-icon.png	(from https://amisign.com/wp-content/themes/wp-recruitment/assets/css/static.css?ver=1.1.2)
18:01:15	3644/3644	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/images/icon-cart.png	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/images/icon-cart.png	(from https://amisign.com/wp-content/themes/wp-recruitment/assets/css/static.css?ver=1.1.2)
